-99.171429,19.104347
-99.180083,19.114286
-99.157143,19.106232
-99.171429,19.104347
-99.142857,19.110193
-99.157143,19.106232
-99.133818,19.114286
-99.142857,19.110193
-99.185714,19.121686
-99.192806,19.128571
-99.180083,19.114286
-99.185714,19.121686
-99.133818,19.114286
-99.128571,19.117234
-99.114286,19.126836
-99.128571,19.117234
-99.112173,19.128571
-99.114286,19.126836
-99.200000,19.136961
-99.205673,19.142857
-99.192806,19.128571
-99.200000,19.136961
-99.112173,19.128571
-99.100000,19.138404
-99.085714,19.141833
-99.100000,19.138404
-99.083665,19.142857
-99.085714,19.141833
-99.214286,19.152563
-99.218045,19.157143
-99.205673,19.142857
-99.214286,19.152563
-99.083665,19.142857
-99.081573,19.144570
-99.071429,19.156227
-99.083665,19.142857
-99.070639,19.157143
-99.071429,19.156227
-99.228571,19.170311
-99.229295,19.171429
-99.218045,19.157143
-99.228571,19.170311
-99.070639,19.157143
-99.057143,19.165778
-99.048445,19.171429
-99.057143,19.165778
-99.229295,19.171429
-99.231473,19.174818
-99.235672,19.185714
-99.229295,19.171429
-99.048445,19.171429
-99.042857,19.174643
-99.028571,19.179115
-99.042857,19.174643
-99.022344,19.185714
-99.028571,19.179115
-99.235672,19.185714
-99.229244,19.200000
-99.022344,19.185714
-99.019417,19.200000
-99.229244,19.200000
-99.228571,19.201137
-99.220846,19.214286
-99.228571,19.201137
-99.185714,19.207611
-99.195953,19.214286
-99.171429,19.200985
-99.185714,19.207611
-99.157143,19.201678
-99.171429,19.200985
-99.142857,19.207345
-99.144876,19.206529
-99.157143,19.201678
-99.128571,19.214236
-99.142857,19.207345
-99.128513,19.214286
-99.128571,19.214236
-99.019417,19.200000
-99.014286,19.213794
-99.013999,19.214286
-99.014286,19.213794
-99.220846,19.214286
-99.214286,19.219249
-99.200000,19.216796
-99.214286,19.219249
-99.195953,19.214286
-99.200000,19.216796
-99.128513,19.214286
-99.114286,19.227983
-99.113918,19.228571
-99.114286,19.227983
-99.013999,19.214286
-99.001886,19.228571
-99.113918,19.228571
-99.109891,19.242857
-99.001886,19.228571
-99.000000,19.230156
-98.985714,19.241542
-99.000000,19.230156
-98.983627,19.242857
-98.985714,19.241542
-99.109891,19.242857
-99.109051,19.247792
-99.108408,19.257143
-99.109891,19.242857
-99.042857,19.256765
-99.052335,19.257143
-99.041130,19.257143
-99.042857,19.256765
-98.983627,19.242857
-98.971429,19.251580
-98.963119,19.257143
-98.970078,19.252608
-98.971429,19.251580
-98.963119,19.257143
-99.108408,19.257143
-99.113382,19.271429
-99.071429,19.269133
-99.073007,19.271429
